,name,summary,image,origin,publication_types,founded,parent_comp,hq,website,AuthorConnections,BookConnections,id
196,Harvill Secker,"Grafton was a British paperback imprint established c.1981 by Granada Publishing Ltd, a subsidiary of media company Granada Group Ltd.  It was named after the publishing company's then address, 8 Grafton Street, in central London.  Other paperback imprints of Granada at the time included Paladin, later home of the Paladin Poetry Series, Panther and Mayflower.[1] A collaboration with hardback publishers Jonathan Cape, Chatto and Windus and The Bodley Head in 1976 resulted in the creation of Triad Books.[1]
",https://upload.wikimedia.org/wikipedia/en/1/1f/Harvil_Secker_logo.jpg,United Kingdom,Books,2005,Penguin Random House,London,www.penguin.co.uk/company/publishers/vintage/harvill-secker.html,,,196
197,Hawthorne Books,"Graywolf Press is an independent, non-profit publisher located in Minneapolis, Minnesota. Graywolf Press publishes fiction, non-fiction, and poetry.[1]
",-1,United States,books,2001,Dzanc Books,Portland,www.hawthornebooks.com,,,197
198,Hay House,"Greenery Press is a publishing house based in Emeryville, California, specializing in books on BDSM (particularly femdom) and polyamory, with over 50 titles in print.  Most titles are non-fiction, but a smaller number of fiction titles and memoirs are published under the Grass Stain Press name.  Greenery's sales top 100,000 books per year.
",https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Hay_House_logo.gif/100px-Hay_House_logo.gif,United States,Audio,[1],Unkown,Carlsbad,www.hayhouse.com,"27,31","125,127,128,131",198
199,Haynes Manual,"Greenleaf Book Group is an independent book publisher and distributor, which was established by Clint Greenleaf in 1997.[3] Greenleaf was a CPA and accountant at Deloitte & Touche before writing his first book, Attention to Detail, in 1997 and then founding the company[4] over his parents’ garage.[5] The company is based on a business model where the author pays for the publishing under a selective imprint and retains all rights.[6] It has been based in Austin, Texas, United States of America since 2004.[7][unreliable source?]
",https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Haynes-Logo.png/125px-Haynes-Logo.png,United Kingdom,Books,1960,Unkown,Sparkford,haynes.com,,,199
200,Headline Publishing Group,"Greenleaf Publishing is a UK-based publishing imprint specializing in corporate responsibility, business ethics, environmental policy and management, future business strategy and practice, and sustainable development.[1] Founded in 1992 as an independent publisher,[1] the company became part of GSE Research Limited, an online scholarly publisher specializing in governance, sustainability and the environment, in 2012.[2] In 2017, the company was sold to Taylor & Francis and became part of its Routledge imprint.[3]
",-1,United Kingdom,Books,1986; 35 years ago (1986),Hachette,London,www.headline.co.uk,,,200
201,Harcourt Education,"HarperCollins Publishers LLC is one of the Big Five English-language publishing companies, alongside Penguin Random House, Simon & Schuster, Hachette, and Macmillan. The company is headquartered in New York City and is a subsidiary of News Corp. The name is a combination of several publishing firm names: Harper & Row, an American publishing company acquired in 1987—whose own name was the result of an earlier merger of Harper & Brothers (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company William Collins, Sons (founded in 1819), acquired in 1989.
",https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Harcourtlogo.jpg/220px-Harcourtlogo.jpg,United States,Books,1919,Unkown,San Diego,www.harcourt.com,,,201
202,Hesperus Press,"Gregg Press was founded about 1965 by Charles Gregg in Upper Saddle River, New Jersey to distribute in the United States the antiquarian reprints published in the UK by Gregg Press International.
",-1,United Kingdom,Books,2001,Unkown,"28 Mortimer Street, London W1W 7RD",www.hesperus.press,,,202
203,Hemus,"Grosset & Dunlap is a United States publishing house founded in 1898.
",https://upload.wikimedia.org/wikipedia/commons/9/95/Hemus_logo-01.png,Kingdom of Bulgaria,Book,1918; 103 years ago (1918),Unkown,Sofia,http://alegzander.com/,,,203
204,Heyday Books,"
",-1,United States,"books, magazines",1974,Unkown,"Berkeley, California",www.heydaybooks.com,,,204
205,Hogarth Press,"Hachette Books, formerly Hyperion Books, is a general-interest book imprint of the Perseus Books Group, which is a division of Hachette Book Group and ultimately a part of Lagardère Group. Established in 1990, Hachette publishes general-interest fiction and non-fiction books for adults. A former subsidiary of The Walt Disney Company, it was originally named after Hyperion Avenue, the location of Walt Disney Studios prior to 1939. Hachette took over a 1,000 book backlist when Hyperion was purchased from Disney in 2013[3] with 250 bestselling novels, including Mitch Albom’s The Five People You Meet in Heaven.[4]
",https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Hogarth_Press_House%2C_Richmond%2C_Surrey.jpg/220px-Hogarth_Press_House%2C_Richmond%2C_Surrey.jpg,United Kingdom,Books,1917,Chatto & Windus,London,Official website,,,205
206,Holland Park Press,"
",-1,United Kingdom,Books,2009; 12 years ago (2009),Unkown,"London, England",www.hollandparkpress.co.uk,,,206
207,Holt McDougal,"Hachette Book Group (HBG) is a publishing company owned by Hachette Livre, the largest publishing company in France, and the third largest trade and educational publisher in the world. Hachette Livre is a wholly owned subsidiary of Lagardère Group. HBG was formed when Hachette Livre purchased the Time Warner Book Group from Time Warner on March 31, 2006.[1] Its headquarters are located at 1290 Avenue of the Americas, Midtown Manhattan, New York City.[2] Hachette is considered one of the big-five publishing companies, along with Holtzbrinck/Macmillan, Penguin Random House, HarperCollins, Scholastic, and Simon & Schuster.[3] In one year, HBG publishes approximately 1400+ adult books (including 50-100 digital-only titles), 300 books for young readers, and 450 audio book titles (including both physical and downloadable-only titles). In 2017, the company had 167 books on the New York Times bestseller list, 34 of which reached No. 1.[4]
",https://upload.wikimedia.org/wikipedia/en/6/67/Holt%2C_Rinehart_%26_Winston_%28emblem%29.png,United States,"Textbooks, children's books",March 1960; 61 years ago (1960-03),Houghton Mifflin Harcourt,Unknown,www.hmcd.com,,,207
208,Hoover Institution Press,"Hackett Publishing Company, Inc. is an academic publishing house located in Indianapolis, Indiana. Since beginning operations in 1972, Hackett has concentrated mainly on the humanities, especially classical and philosophical texts. Many Hackett titles are used as textbooks, making the company very visible at American colleges and universities.  Their publications are distinguished by their high quality and extensive commentary.
",https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Hoover_Institution_Logo.svg/250px-Hoover_Institution_Logo.svg.png,Unknown,Unknown,Unknown,Unkown,Unknown,Not available,,,208
209,Horizon Scientific Press,"
",https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Caister-academic-press.jpg/250px-Caister-academic-press.jpg,United Kingdom,Unknown,1993,Unkown,"Poole, UK",www.caister.com,,,209
210,Houghton Mifflin Harcourt,"
",https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Houghton_MHarcourt_2012logo.png/220px-Houghton_MHarcourt_2012logo.png,United States,"Books, software",1832; 189 years ago (1832),Unkown,"Boston, Massachusetts",www.hmhco.com,105,361,210
211,House of Anansi Press,"Harbor Mountain Press is an American, nonprofit, poetry press located in White River Junction, Vermont. The press was founded by poet and editor Peter Money in 2006 (in Brownsville, Vermont).[1][2] Notable authors published by the press include Alice B. Fogel, Sinan Antoon, Jan Clausen, Robert Farnsworth, Ana Merino, Laura Davies Foley, Elizabeth Robinson, Elena Georgiou, Norman MacAfee, and Mario Susko.[2] Harbor Mountain Press titles have been reviewed in venues including TIME Magazine,[3] Library Journal,[4] Bookslut,[5]  and others. The press has received funding from the Byrne Foundation and Pentangle Council on the Arts and individual donors. Harbor Mountain Press titles are distributed by Small Press Distribution and GenPop Books.[6][2]
",-1,Canada,Unknown,[1],Unkown,Toronto,www.houseofanansi.com,118,440,211
212,The House of Murky Depths,"Harcourt Assessment was a company that published and distributed educational and psychological assessment tools and therapy resources and provided educational assessment and data management services for national, state, district and local assessments. On January 30, 2008, Harcourt Assessment was merged into Pearson's Assessment & Information group after being acquired from Reed Elsevier for $950 million.[1]
",https://upload.wikimedia.org/wikipedia/en/thumb/6/66/Murky_Depths_Iissue17_cover.jpg/220px-Murky_Depths_Iissue17_cover.jpg,Unknown,Unknown,Unknown,Unkown,Unknown,Not available,,,212
213,Howell-North Books,"
",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Howell_North_Books_colophon.gif/100px-Howell_North_Books_colophon.gif,Unknown,books,Unknown,Unkown,"Berkeley, California",Not available,,,213
214,Humana Press,"Harlequin Enterprises Limited (known simply as Harlequin) is a romance and women's fiction publisher founded in Winnipeg in 1949. Now[when?] based in Toronto, Harlequin was owned by the Torstar Corporation, the largest newspaper publisher in Canada, from 1981 to 2014. It was then purchased by News Corp[2][3] and is now a division of HarperCollins.[4]
",-1,United States,journals,1976,Unkown,"Totowa, New Jersey",www.springer.com/humana,,,214
215,Hutchinson,"Harper is an American publishing house, the flagship imprint of global publisher HarperCollins based in New York City.
",-1,United Kingdom,Books,1887; 134 years ago (1887),Penguin Random House,Unknown,www.penguin.co.uk/company/publishers/cornerstone/hutchinson.html,,,215
216,Ian Allan Publishing,"Harper is an American publishing house, the flagship imprint of global publisher HarperCollins based in New York City.
",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Shepperton%2C_Ian_Allan_Ltd_-_geograph.org.uk_-_1078155.jpg/250px-Shepperton%2C_Ian_Allan_Ltd_-_geograph.org.uk_-_1078155.jpg,United Kingdom,Books,1942,Unkown,Shepperton,www.ianallanpublishing.com,,,216
217,Ignatius Press,"HarperCollins Publishers LLC is one of the Big Five English-language publishing companies, alongside Penguin Random House, Simon & Schuster, Hachette, and Macmillan. The company is headquartered in New York City and is a subsidiary of News Corp. The name is a combination of several publishing firm names: Harper & Row, an American publishing company acquired in 1987—whose own name was the result of an earlier merger of Harper & Brothers (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company William Collins, Sons (founded in 1819), acquired in 1989.
",https://upload.wikimedia.org/wikipedia/commons/3/36/IgnatiusPress.png,United States,Unknown,1978,Guadalupe Associates,San Francisco,ignatius.com,,,217
218,Indiana University Press,"HarperCollins Publishers LLC is one of the Big Five English-language publishing companies, alongside Penguin Random House, Simon & Schuster, Hachette, and Macmillan. The company is headquartered in New York City and is a subsidiary of News Corp. The name is a combination of several publishing firm names: Harper & Row, an American publishing company acquired in 1987—whose own name was the result of an earlier merger of Harper & Brothers (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company William Collins, Sons (founded in 1819), acquired in 1989.
",https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Iu_press_logo.png/150px-Iu_press_logo.png,United States,Books,1950,Indiana University,"Bloomington, Indiana",iupress.org,,,218
219,Information Age Publishing,"HarperCollins Publishers LLC is one of the Big Five English-language publishing companies, alongside Penguin Random House, Simon & Schuster, Hachette, and Macmillan. The company is headquartered in New York City and is a subsidiary of News Corp. The name is a combination of several publishing firm names: Harper & Row, an American publishing company acquired in 1987—whose own name was the result of an earlier merger of Harper & Brothers (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company William Collins, Sons (founded in 1819), acquired in 1989.
",-1,United States,Books,1999,Unkown,"Charlotte, North Carolina",www.infoagepub.com,,,219
220,International Association of Engineers,"HarperCollins Publishers LLC is one of the Big Five English-language publishing companies, alongside Penguin Random House, Simon & Schuster, Hachette, and Macmillan. The company is headquartered in New York City and is a subsidiary of News Corp. The name is a combination of several publishing firm names: Harper & Row, an American publishing company acquired in 1987—whose own name was the result of an earlier merger of Harper & Brothers (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company William Collins, Sons (founded in 1819), acquired in 1989.
",https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/IAENG_logo.jpg/250px-IAENG_logo.jpg,Unknown,Unknown,1968; 53 years ago (1968),Unkown,Unknown,Not available,,,220
